permno,adate,qdate,public_date,pe_exi,ps,ptb,TICKER
59408,20121231,20130331,20130531,42.688,1.481,0.674,BAC
59408,20121231,20130331,20130630,40.188,1.394,0.634,BAC
59408,20121231,20130331,20130731,45.625,1.577,0.718,BAC
59408,20121231,20130630,20130831,31.378,1.532,0.7,BAC
59408,20121231,20130630,20130930,30.667,1.497,0.684,BAC
59408,20121231,20130630,20131031,31.044,1.505,0.687,BAC
59408,20121231,20130930,20131130,24.719,1.701,0.771,BAC
59408,20121231,20130930,20131231,24.328,1.674,0.758,BAC
59408,20121231,20130930,20140131,26.172,1.788,0.81,BAC
59408,20131231,20131231,20140228,18.367,1.718,0.796,BAC
59408,20131231,20131231,20140331,19.111,1.781,0.826,BAC
59408,20131231,20131231,20140430,16.822,1.568,0.727,BAC
59408,20131231,20140331,20140531,19.921,1.584,0.729,BAC
59408,20131231,20140331,20140630,20.224,1.609,0.74,BAC
59408,20131231,20140331,20140731,20.066,1.596,0.734,BAC
59408,20131231,20140630,20140831,25.54,1.706,0.76,BAC
59408,20131231,20140630,20140930,27.063,1.808,0.806,BAC
59408,20131231,20140630,20141031,27.238,1.82,0.811,BAC
59408,20131231,20140930,20141130,43.692,1.822,0.81,BAC
59408,20131231,20140930,20141231,45.872,1.913,0.851,BAC
59408,20131231,20140930,20150131,38.846,1.62,0.72,BAC
59408,20141231,20141231,20150228,43.917,1.747,0.742,BAC
59408,20141231,20141231,20150331,42.75,1.701,0.722,BAC
59408,20141231,20141231,20150430,44.25,1.758,0.746,BAC
59408,20141231,20150331,20150531,25.385,1.859,0.76,BAC
59408,20141231,20150331,20150630,26.185,1.918,0.784,BAC
59408,20141231,20150331,20150731,27.508,2.009,0.821,BAC
59408,20141231,20150630,20150831,19,1.841,0.744,BAC
59408,20141231,20150630,20150930,18.116,1.756,0.709,BAC
59408,20141231,20150630,20151031,19.512,1.886,0.762,BAC
59408,20141231,20150930,20151130,13.617,1.967,0.777,BAC
59408,20141231,20150930,20151231,13.148,1.899,0.75,BAC
59408,20141231,20150930,20160131,11.047,1.591,0.628,BAC
59408,20151231,20151231,20160229,9.557,1.389,0.553,BAC
59408,20151231,20151231,20160331,10.321,1.5,0.597,BAC
59408,20151231,20151231,20160430,11.115,1.614,0.642,BAC
59408,20151231,20160331,20160531,11.037,1.627,0.637,BAC
59408,20151231,20160331,20160630,9.903,1.459,0.572,BAC
59408,20151231,20160331,20160731,10.813,1.585,0.621,BAC
59408,20151231,20160630,20160831,12.045,1.771,0.681,BAC
59408,20151231,20160630,20160930,11.679,1.717,0.66,BAC
59408,20151231,20160630,20161031,12.313,1.796,0.691,BAC
59408,20151231,20160930,20161130,15.304,2.281,0.872,BAC
59408,20151231,20160930,20161231,16.014,2.386,0.912,BAC
59408,20151231,20160930,20170131,16.406,2.432,0.929,BAC
59408,20161231,20161231,20170228,16.453,2.642,1.024,BAC
59408,20161231,20161231,20170331,15.727,2.522,0.977,BAC
59408,20161231,20161231,20170430,15.56,2.486,0.963,BAC
59408,20161231,20170331,20170531,13.5,2.341,0.918,BAC
59408,20161231,20170331,20170630,14.614,2.535,0.994,BAC
59408,20161231,20170331,20170731,14.53,2.494,0.978,BAC
59408,20161231,20170630,20170831,14.053,2.606,1.026,BAC
59408,20161231,20170630,20170930,14.906,2.765,1.088,BAC
59408,20161231,20170630,20171031,16.112,2.954,1.162,BAC
59408,20161231,20170930,20171130,16.097,2.998,1.175,BAC
59408,20161231,20170930,20171231,16.869,3.142,1.231,BAC
59408,20161231,20170930,20180131,18.286,3.359,1.316,BAC
59408,20171231,20171231,20180228,20.577,3.275,1.343,BAC
59408,20171231,20171231,20180331,19.224,3.053,1.252,BAC
59408,20171231,20171231,20180430,19.179,3.021,1.239,BAC
59408,20171231,20180331,20180531,16.884,2.875,1.219,BAC
59408,20171231,20180331,20180630,16.39,2.791,1.183,BAC
59408,20171231,20180331,20180731,17.953,3.012,1.277,BAC
59408,20171231,20180630,20180831,16.194,2.941,1.282,BAC
59408,20171231,20180630,20180930,15.424,2.801,1.221,BAC
59408,20171231,20180630,20181031,14.398,2.569,1.12,BAC
59408,20171231,20180930,20181130,13.46,2.597,1.162,BAC
59408,20171231,20180930,20181231,11.678,2.253,1.008,BAC
59408,20171231,20180930,20190131,13.493,2.565,1.148,BAC
59408,20181231,20181231,20190228,11.142,2.523,1.156,BAC
59408,20181231,20181231,20190331,10.571,2.389,1.094,BAC
59408,20181231,20181231,20190430,11.716,2.612,1.197,BAC
59408,20181231,20190331,20190531,9.888,2.253,1.034,BAC
59408,20181231,20190331,20190630,10.781,2.456,1.127,BAC
59408,20181231,20190331,20190731,11.405,2.544,1.167,BAC
59408,20181231,20190630,20190831,9.79,2.255,1.038,BAC
59408,20181231,20190630,20190930,10.381,2.391,1.101,BAC
59408,20181231,20190630,20191031,11.128,2.477,1.14,BAC
59408,20181231,20190930,20191130,12.295,2.618,1.224,BAC
59408,20181231,20190930,20191231,12.996,2.768,1.294,BAC
